"","The ball is white.","The ball is alice blue.","The ball is antique white.","The ball is aquamarine.","The ball is azure.","The ball is beige.","The ball is bisque.","The ball is black.","The ball is blanched almond.","The ball is blue.","The ball is blue violet.","The ball is brown.","The ball is burly wood.","The ball is cadet blue.","The ball is chartreuse.","The ball is chocolate.","The ball is coral.","The ball is cornflower blue.","The ball is cornsilk.","The ball is cyan.","The ball is dark blue.","The ball is dark cyan.","The ball is dark goldenrod.","The ball is dark gray.","The ball is dark green.","The ball is dark grey.","The ball is dark khaki.","The ball is dark magenta.","The ball is dark olive green.","The ball is dark orange.","The ball is dark orchid.","The ball is dark red.","The ball is dark salmon.","The ball is dark sea green.","The ball is dark slate blue.","The ball is dark slate gray.","The ball is dark slate grey.","The ball is dark turquoise.","The ball is dark violet.","The ball is deep pink.","The ball is deep sky blue.","The ball is dim gray.","The ball is dim grey.","The ball is dodger blue.","The ball is firebrick.","The ball is floral white.","The ball is forest green.","The ball is gainsboro.","The ball is ghost white.","The ball is gold.","The ball is goldenrod.","The ball is gray.","The ball is green.","The ball is green yellow.","The ball is grey.","The ball is honeydew.","The ball is hot pink.","The ball is indian red.","The ball is ivory.","The ball is khaki.","The ball is lavender.","The ball is lavender blush.","The ball is lawn green.","The ball is lemon chiffon.","The ball is light blue.","The ball is light coral.","The ball is light cyan.","The ball is light goldenrod.","The ball is light goldenrod yellow.","The ball is light gray.","The ball is light green.","The ball is light grey.","The ball is light pink.","The ball is light salmon.","The ball is light sea green.","The ball is light sky blue.","The ball is light slate blue.","The ball is light slate gray.","The ball is light slate grey.","The ball is light steel blue.","The ball is light yellow.","The ball is lime green.","The ball is linen.","The ball is magenta.","The ball is maroon.","The ball is medium aquamarine.","The ball is medium blue.","The ball is medium orchid.","The ball is medium purple.","The ball is medium sea green.","The ball is medium slate blue.","The ball is medium spring green.","The ball is medium turquoise.","The ball is medium violet red.","The ball is midnight blue.","The ball is mint cream.","The ball is misty rose.","The ball is moccasin.","The ball is navajo white.","The ball is navy.","The ball is navy blue.","The ball is old lace.","The ball is olive drab.","The ball is orange.","The ball is orange red.","The ball is orchid.","The ball is pale goldenrod.","The ball is pale green.","The ball is pale turquoise.","The ball is pale violet red.","The ball is papaya whip.","The ball is peach puff.","The ball is peru.","The ball is pink.","The ball is plum.","The ball is powder blue.","The ball is purple.","The ball is red.","The ball is rosy brown.","The ball is royal blue.","The ball is saddle brown.","The ball is salmon.","The ball is sandy brown.","The ball is sea green.","The ball is seashell.","The ball is sienna.","The ball is sky blue.","The ball is slate blue.","The ball is slate gray.","The ball is slate grey.","The ball is snow.","The ball is spring green.","The ball is steel blue.","The ball is tan.","The ball is thistle.","The ball is tomato.","The ball is turquoise.","The ball is violet.","The ball is violet red.","The ball is wheat.","The ball is white smoke.","The ball is yellow.","The ball is yellow green.","What color is the ball?"
"The ball is light pink.",0.9215638082135,0.901497878338697,0.888454885418295,0.888982553496422,0.89553408896407,0.918213307850107,0.858358676897544,0.904942661310555,0.876265760391443,0.912191698026573,0.908421043378035,0.913874750008504,0.859074096402265,0.880071553269662,0.894474196927889,0.895055141868063,0.906002292375125,0.891371502664928,0.8987174862023,0.910870644648885,0.911162266958131,0.914125244473564,0.895664630741632,0.916264895586087,0.906908804945742,0.912188795626609,0.891865199667947,0.922448625997087,0.890649016887111,0.918559301129105,0.909708956707699,0.927259314615816,0.920312820192999,0.895189217161994,0.893947511708544,0.897349955376795,0.893924271327965,0.905644048296369,0.915173799739839,0.958126424642201,0.885435045056159,0.915141816730681,0.911589232766707,0.886833856075633,0.864380782157004,0.907880537722583,0.889483059389738,0.871621962775707,0.905791537340158,0.89004163047176,0.881208459113805,0.916406816232812,0.906348399818415,0.9056732902867,0.91270564415046,0.866117397194176,0.963547162526625,0.875980908619413,0.892315351790642,0.911517799702767,0.930106651189937,0.924680896274354,0.889742956137928,0.88362623764661,0.944061274217127,0.941421724492286,0.930587382982269,0.925296966230305,0.92244695227144,0.943928636298987,0.936135641887319,0.940682597943549,1,0.944906798385091,0.924289029613576,0.934339040869072,0.916806645647034,0.922925766006552,0.918881885582779,0.917920411037536,0.946820168088323,0.918916945281503,0.887247185586028,0.932147136087628,0.907018226849359,0.862118447616932,0.90214263721991,0.887893140569731,0.910850701394593,0.885257729126955,0.882739624679363,0.889256547497637,0.880198192222235,0.8991823341344,0.897976255711275,0.886964378457775,0.91066084648942,0.873505031788803,0.858581091173689,0.892716038562005,0.896295675541268,0.877969564800373,0.877511875127739,0.916053830575812,0.914301496559026,0.899210578741329,0.901637454707322,0.917227290566906,0.919300492964542,0.931730546155246,0.861405973081772,0.900535368852833,0.861799865076209,0.981251963774021,0.894295298637672,0.903288049902551,0.922928719519317,0.913352482868356,0.933494168627757,0.90101824632283,0.878681957108218,0.903333261640677,0.903886644529284,0.898352419907278,0.883057850365931,0.888493418841305,0.911005866218026,0.892375727712545,0.897429105656231,0.893565531072729,0.878778800940585,0.895002845145195,0.890820599397953,0.917526506365571,0.870083254582324,0.886075336358259,0.901319832888324,0.931152842979176,0.925759319120744,0.878284597465954,0.884173387781439,0.921159454859091,0.910237689490905,0.908357735450672
"The ball is light salmon.",0.899944321542302,0.879951968278549,0.874816880187939,0.882789415322449,0.889733091702397,0.906017218796433,0.854984498214235,0.88608389848366,0.8793801177897,0.893056252607486,0.889538216043963,0.900952891658481,0.85199626791264,0.875528095831288,0.889312968479061,0.885364497576837,0.897621268077174,0.881207396077328,0.889362063184756,0.901667999419592,0.902946554622994,0.917152729896976,0.900797246554797,0.905903968408874,0.901097720174686,0.902852122834859,0.891858166107732,0.901222377052588,0.897252186610437,0.91030080001315,0.902123792933046,0.913058413710101,0.971083451539795,0.900477467445571,0.892095307656082,0.894926536919101,0.891630643423964,0.902176184614654,0.902455309741297,0.909007155801436,0.878641840105,0.900379448857523,0.897065739526074,0.880098413757677,0.861933924020037,0.887339791887852,0.884805872791646,0.872769770841848,0.888549714262276,0.884480090875696,0.883595809318496,0.898801828213716,0.890538037106147,0.894478890917348,0.894311280763318,0.862352010990052,0.910101798259666,0.868282145068539,0.874706346069293,0.903080083083234,0.917505836438865,0.908103888664979,0.879479068176482,0.883936804116675,0.929541018352276,0.937061288768756,0.932765130615146,0.931858905137902,0.92471408452107,0.929907951384002,0.924398809990275,0.926234329313704,0.944906798385091,1,0.925411475932536,0.924547269573793,0.913460573913433,0.919529671986254,0.915850111429088,0.914405333465084,0.933444787349099,0.900978752514984,0.884793146649425,0.900918721150143,0.898523441369929,0.862118134386851,0.894904435973078,0.88385069523701,0.899864122874957,0.893057637758865,0.881506500870059,0.884372761768831,0.879350569455779,0.886796503480745,0.889780031066195,0.880350908582836,0.889924366786307,0.876398740491432,0.858442797511804,0.895405069140473,0.891368363717284,0.86765089751305,0.8861496593061,0.900258874745472,0.898213256926132,0.886643062065199,0.906835191762926,0.906584051567083,0.910839894200876,0.911973380621047,0.855656749433469,0.886507398214621,0.861083583039037,0.917383952431006,0.892922821088142,0.890300081047072,0.899993626665467,0.894345649611149,0.909947338321614,0.888540654263573,0.881672581371887,0.966626782954948,0.898963055044921,0.898245314566141,0.878991220029258,0.902334434431864,0.895981369183599,0.886955194569788,0.892260020333588,0.887582644532476,0.868393731991846,0.882498032127896,0.882733486861983,0.906252272263531,0.868200801574814,0.885375588645543,0.892713530795478,0.906024589707174,0.900371484366424,0.878495334336026,0.879472396550101,0.902827146264935,0.895761434678498,0.896039489765841
"The ball is light sea green.",0.905748141056762,0.88820280895348,0.877011018899827,0.923889065365844,0.900079654287391,0.911079195340325,0.852405588411888,0.895435022841141,0.871730396476736,0.912609047505944,0.903659110353838,0.905993600699178,0.864295785118863,0.890892987818319,0.931267353950708,0.871401567536347,0.902745111602658,0.89274552271331,0.877179758480548,0.911546561196321,0.916521786148431,0.914245064568062,0.896563619685858,0.911616201069049,0.956739595456288,0.912137001404431,0.903152604837429,0.888553748701844,0.948152005822516,0.900035934554958,0.890479857327782,0.902217278713893,0.902877520617753,0.975683268547712,0.90290509559965,0.900959974236719,0.901271913956215,0.918189001959201,0.901496753645835,0.89748455590509,0.904467642593905,0.906970427731245,0.907061754124264,0.89037967802531,0.857090501052652,0.891773543512572,0.94017029569189,0.880550056078176,0.896435216379283,0.88979367319945,0.886675403277439,0.906492769349546,0.955781212910636,0.948162284142861,0.906521978199052,0.851954448814034,0.886052176048811,0.863195691255057,0.880093934579958,0.910733792184096,0.909589763880691,0.883915284165132,0.9327643498701,0.868271874809446,0.941727208682662,0.92661553419387,0.939285523620353,0.921180457224088,0.921153800663125,0.93458716246604,0.97753275132067,0.935392601305581,0.924289029613576,0.925411475932536,1,0.937727876958643,0.921992362854581,0.920951248192465,0.922098298163245,0.923894794968833,0.936721995455194,0.945759512062976,0.885292475181115,0.889781759573898,0.884897178191717,0.897187760311003,0.910978305080933,0.876015932806365,0.893160193839378,0.965991495302975,0.895622262719025,0.936521831068195,0.9000028751797,0.881099239175541,0.90009994756608,0.889921903560263,0.883103787764846,0.870788279006243,0.862927817062319,0.915837538425867,0.915554091194873,0.867817362525485,0.906806312815781,0.889373141073333,0.884589109354619,0.87989254133161,0.905041893490276,0.957909286598238,0.922905169908276,0.899905070896713,0.843740970938625,0.868298664477488,0.856161775834366,0.903539149137154,0.875772959535023,0.898185778454965,0.896394099194338,0.888218185348788,0.897555921710965,0.898725863793415,0.873866012324542,0.889962561481719,0.903550165230202,0.980209306022514,0.909576971195138,0.885505147262701,0.914637887899591,0.896268447721601,0.894230829414952,0.895627967710171,0.869972946411493,0.938653038841981,0.89714792861151,0.904820883833715,0.880021321407602,0.873895494760961,0.916458650786117,0.905529542087008,0.893021743073474,0.874081788149125,0.875153809419071,0.911672503666776,0.94558700211204,0.899399943282465
"The ball is light sky blue.",0.920262438067508,0.920452620483151,0.886716877932575,0.908845241706736,0.929410149606698,0.912796516245554,0.85578405049102,0.905836731818246,0.876208665455755,0.958393798648712,0.944947596548399,0.907678956180179,0.863272277414581,0.920186130962513,0.894631815033995,0.883334719356404,0.890795359921306,0.918721844958092,0.884102779728261,0.923648643501204,0.957871438446813,0.920230165487581,0.893045301648792,0.920180913723523,0.914658100781432,0.920116997004342,0.897654579310542,0.893384841912774,0.902812534092925,0.905932863669136,0.891577314126371,0.909355291352406,0.900517418113329,0.911498343847711,0.939430207859295,0.911938335085622,0.911013707278016,0.922553986901056,0.912123371251597,0.900759358856374,0.955335454722506,0.915655019352134,0.915887421558613,0.924335024122996,0.86190283563637,0.897658740542362,0.896714749628665,0.877250516647364,0.904133864459069,0.889656006429498,0.872317159360234,0.913907236247244,0.91047786727375,0.912695930994898,0.915175428635902,0.858761373921416,0.899532821135547,0.87004755177593,0.887678554336112,0.913766746659826,0.915419832815864,0.891188371550755,0.892624188254824,0.872939384145977,0.984333247787326,0.92057465009307,0.944515294466073,0.922827590728533,0.921880716437867,0.944873016978515,0.94036047516137,0.945351587628046,0.934339040869072,0.924547269573793,0.937727876958643,1,0.962989885414698,0.936519129659098,0.935880954795208,0.956663721387821,0.944609824327492,0.910884860337426,0.884676398309391,0.897707204934709,0.894964542115475,0.888988601173847,0.944449888295031,0.877299316380876,0.904879244467884,0.907035159875651,0.928418074462857,0.898655736837948,0.907256866139773,0.892635328371872,0.936250423810443,0.88228819226897,0.890188635881476,0.87468810824372,0.873368887794021,0.919233591714437,0.941226157766265,0.873612998597515,0.88905729639563,0.899063957086054,0.89218430597049,0.878360678750951,0.890053636489602,0.917245768409588,0.929349315714196,0.9098154023503,0.849830220024269,0.877640324571631,0.85527858488867,0.912657003633166,0.886048607415958,0.940495712234612,0.909862267550108,0.895980284429051,0.900109236619241,0.935529624383826,0.878060559198384,0.885319368725843,0.897817835631627,0.914135367785099,0.882368895240996,0.888689913833899,0.979225867213831,0.936869634960836,0.909252063624204,0.908875486972721,0.889563499729271,0.896111497811033,0.935907617508739,0.903470468627543,0.869215206690147,0.878241099277749,0.920207419628674,0.923029873780883,0.907741066387791,0.875860648829517,0.893597915950051,0.919294215515529,0.914736268997686,0.905875532551589
"The ball is light slate blue.",0.899927015487816,0.915968384422661,0.882724385334368,0.897774242581535,0.917765344557194,0.902630465731122,0.860917470273756,0.893773283237338,0.867585660210539,0.941431573074887,0.93209172351039,0.890347045821649,0.860002373118254,0.916599778134461,0.892533756238342,0.867831256611557,0.880592278038347,0.906611888091183,0.867897412861154,0.905204325331216,0.944978870167305,0.908093758939478,0.88586930294807,0.91411260334205,0.903694289880961,0.915289656461353,0.885390945670543,0.888923360549998,0.899068200868012,0.894290773661663,0.876727685934347,0.898378184178123,0.89766341072907,0.902997677121317,0.9810169064799,0.953842424403951,0.952810820426435,0.915043074332532,0.905851778746867,0.887921006205066,0.927740749406013,0.909752661104746,0.910503743168181,0.921867572042049,0.866651545675196,0.882711522681962,0.887228916335892,0.871771546189205,0.887812410167998,0.871413090221548,0.865064217795349,0.908432781712426,0.895705876102817,0.895325943487425,0.909660606022726,0.839638199324208,0.88904814816028,0.860592532207968,0.872519968133733,0.895669692800952,0.909463309697297,0.892469221637063,0.886390088614428,0.8618980340178,0.963337951725808,0.905246208128829,0.926015476073776,0.908293040814894,0.904666696748781,0.932443783230356,0.921691767580181,0.933557481375712,0.916806645647034,0.913460573913433,0.921992362854581,0.962989885414698,1,0.974135522355068,0.972638285832346,0.949975619379243,0.918624927092281,0.905971965416286,0.885779911979071,0.889205260419715,0.89245081929581,0.882776547699982,0.933710462925445,0.861965320284679,0.894384777228839,0.900498349125157,0.972740061941138,0.890702435525243,0.901834804994814,0.885880286117028,0.927501263318246,0.873605376234802,0.885214746349455,0.871592229585802,0.867974092641947,0.912267526221592,0.93353597900821,0.873529620232768,0.885605128882228,0.885726075089208,0.880685607677146,0.857104833502212,0.882827859144229,0.906778119263996,0.921274832931717,0.901789253536519,0.829609755500214,0.865673116286239,0.834828662049149,0.897690057371296,0.878446381942732,0.928895773916499,0.895055243429743,0.884200524574354,0.893870324341185,0.921791774639383,0.874218229690403,0.877727617868623,0.895741978506723,0.906190516274105,0.879234219882826,0.886174093503428,0.943050051484449,0.981424095571391,0.955327010802555,0.954278781997322,0.871282736871461,0.885935696133579,0.934430674645616,0.892142875070225,0.859312599632535,0.863477187456808,0.909240158666387,0.910244495056516,0.897387857356259,0.861040185196495,0.880187644569931,0.898551599095269,0.896106445789572,0.893806977324952
"The ball is light slate gray.",0.901784339423083,0.885843949758023,0.889048879735938,0.880483176521077,0.904309915124764,0.911802999315481,0.863725626956482,0.901104253615155,0.865457822724973,0.899752075547868,0.899098373343191,0.894330610263226,0.862808328952286,0.886279431287867,0.890884328164076,0.866434797214426,0.879691160509981,0.879636367671573,0.874516175971849,0.892514753555126,0.91876865747475,0.912827169915406,0.893907858777661,0.948323523837802,0.908380879822454,0.943195674961026,0.900703225912744,0.892218277496981,0.904183712348036,0.901086033927152,0.880234871223789,0.903642881043258,0.905288678197937,0.904126114819591,0.959813008780541,0.979738323234575,0.973617634205414,0.915094677641127,0.911089666992275,0.887494501954716,0.89697609502047,0.942485301415437,0.937598833467589,0.894200509539333,0.869228652019118,0.880659717631549,0.887024510282599,0.878409581485996,0.898910612913601,0.870438251031977,0.867659644531534,0.945009467658722,0.88935422626793,0.892016971685268,0.938878489495198,0.837026358985634,0.88732564541209,0.856122251883472,0.879182050441227,0.904485364479431,0.905557326353481,0.888502443958251,0.882956182583078,0.857704925535155,0.93364795640561,0.910592701716435,0.922481544103082,0.915504492834244,0.911062136628469,0.966707061214663,0.920712454923638,0.961738516464029,0.922925766006552,0.919529671986254,0.920951248192465,0.936519129659098,0.974135522355068,1,0.993379043500056,0.927855161639562,0.922294008953128,0.900699361946344,0.884345771998617,0.885835148566059,0.889790422489492,0.870155983585821,0.908049741589447,0.862197861137734,0.893453834683402,0.896866940736654,0.951881675361019,0.890426984979567,0.89397068659524,0.885436675349312,0.902919211625917,0.869946835190247,0.882399726680786,0.870141901840577,0.870029883197262,0.898088258391959,0.90348281610819,0.874352281418332,0.88989079558589,0.883528869985984,0.879023773184615,0.852644988303848,0.887629231744277,0.905790374948947,0.917849664721966,0.902725264038543,0.823854256122628,0.864007979803973,0.829916960934502,0.898079084479546,0.873654406465329,0.900102824295184,0.888496137836438,0.878921265938036,0.894958959309628,0.886929472921078,0.8826197881102,0.876427119265788,0.907485116901927,0.89943923225307,0.877799075153215,0.893021405306984,0.910007543697189,0.951066584342185,0.9821197549699,0.974471866932064,0.870284634713093,0.882624715648388,0.903727470540391,0.902752639608206,0.853313104286387,0.857074664490342,0.897605811274783,0.906430093658042,0.894229417990381,0.863959070730763,0.881551724781955,0.895290735983525,0.894299574855483,0.892428915075422
"The ball is light slate grey.",0.899774819664297,0.886949156561721,0.886528978826629,0.881526867170706,0.904384903624556,0.911003199685493,0.859151714178811,0.899278567412276,0.861424623011277,0.897582146713534,0.896523989694271,0.893656123204418,0.859882043693842,0.88702331072598,0.891490618302642,0.863898395888993,0.879167864231491,0.879263846970004,0.868666885465012,0.891455201436596,0.917920501271434,0.911619520376189,0.890146780986389,0.940728548249537,0.909646832777899,0.951283063024038,0.900943912586043,0.891307003029639,0.90661225055307,0.899891064340058,0.878322164194669,0.902915099907807,0.901390299805478,0.905993768336114,0.958621338140208,0.97414363016016,0.980012242677261,0.914931791712501,0.909770264469061,0.884091070429234,0.896608960568876,0.93631375614655,0.944023885622137,0.890707428898956,0.866402974584485,0.87839344337001,0.890124405294045,0.881910370312888,0.896969199997605,0.868631013096414,0.863005616347995,0.935889032463492,0.889322948043304,0.8920893801928,0.946292439935644,0.833199658706551,0.883283503007001,0.857745617437201,0.876643434177599,0.904540323881653,0.902145270661327,0.885282203471537,0.883330424443859,0.85662683464739,0.931782740448402,0.909167785731568,0.921713778644866,0.913625189339487,0.909335847267246,0.958153364065528,0.921104111065226,0.968600118506598,0.918881885582779,0.915850111429088,0.922098298163245,0.935880954795208,0.972638285832346,0.993379043500056,1,0.926967318209263,0.920502786867961,0.902654563639974,0.886757903192271,0.883715192246832,0.887681266882541,0.872156631450018,0.909271004044946,0.860052801106738,0.891603592107966,0.901002622591295,0.951108024477088,0.892746463468253,0.894081412758491,0.886326895568913,0.902370379168998,0.872156116512838,0.884835789121638,0.866129110124573,0.863241415008661,0.896088180578422,0.901456929510344,0.871565773408334,0.888941637026317,0.881017762033607,0.877449766354029,0.848662189364526,0.886006757922478,0.909191832991932,0.918566234367982,0.902908784366059,0.821330969301642,0.859757428521616,0.827995084678031,0.895141427365211,0.869337825370313,0.897748281684262,0.884574141373439,0.879031366878465,0.896711575674123,0.888872534762106,0.883488384240999,0.871666036138227,0.90861569369455,0.902020413923904,0.873881224839318,0.895009916103022,0.91038926684842,0.951276024330788,0.97567644248138,0.982127222619079,0.86577707134089,0.882142936596518,0.904213026072966,0.900316087492751,0.85361753996751,0.853715935029403,0.89759930132601,0.903712708835101,0.891875720172108,0.862878615827549,0.879055666784361,0.894595781616318,0.894723734926483,0.887184347932226
"The ball is light steel blue.",0.902561621708028,0.908702763203493,0.888726435547672,0.891065906654179,0.904956264429708,0.90528709869187,0.857715573178414,0.896000283852185,0.870596396259808,0.940034408071335,0.922810104126548,0.89743498285193,0.876594953993303,0.912258948412743,0.884278564212528,0.87404523343243,0.875981976020267,0.905908388806565,0.871375511003663,0.899103287592189,0.941445576843697,0.902513062116654,0.886901541864255,0.908120704099577,0.902300728466152,0.908827353202959,0.885560981699225,0.883435570091305,0.89716022828761,0.892348378092537,0.879133268603914,0.897539763346396,0.89336582817366,0.900557572184505,0.930677152571173,0.906359986835139,0.905377039419248,0.905850397540223,0.896452470534315,0.885749557406602,0.918498612143298,0.902930986594757,0.903783467611924,0.919534127582753,0.861668880800202,0.885498075556903,0.889252608018664,0.884147724057201,0.887080344728111,0.880539970615505,0.866103684825032,0.901310448419888,0.894509557624562,0.895751384988342,0.901422468521905,0.846669802423677,0.887263603834226,0.863994369666713,0.879078499801612,0.89711874685354,0.89859750243659,0.882082279198771,0.883704458981949,0.865432274456604,0.96450429228422,0.904566054907122,0.922776115875043,0.917590009470745,0.912887364795937,0.928791633689302,0.924564458958648,0.929419060959019,0.917920411037536,0.914405333465084,0.923894794968833,0.956663721387821,0.949975619379243,0.927855161639562,0.926967318209263,1,0.928059267112903,0.899983947345955,0.887800713902711,0.882894145070335,0.888597598863731,0.874808028784176,0.932473708481767,0.864894552571998,0.891452843164391,0.898888177486472,0.920815739129528,0.897262276042849,0.893196965349583,0.881597031923578,0.919199178356215,0.872372621136483,0.877081399170661,0.867457866070204,0.86335444764729,0.90431262345805,0.927383935205286,0.878688316740576,0.88416557054975,0.8829389778353,0.877781853434555,0.861262003176341,0.87873979324038,0.902007677326273,0.90815097536693,0.892496661410225,0.835739578674883,0.8690158696214,0.84576453549487,0.897970726019723,0.875151891429681,0.935436834938302,0.892105142949819,0.883316089965544,0.889301389375408,0.92113381941995,0.877113383097211,0.877849766817583,0.88698798938095,0.90143340142041,0.880940895649995,0.879838127025126,0.932863422681504,0.927668763637212,0.905001399910381,0.903460220979376,0.869469343752798,0.887282946568307,0.975979680214677,0.883905364587904,0.860544774791482,0.866535638669946,0.900759488859266,0.900808863026892,0.890063568880776,0.872520896095684,0.876579464008219,0.903894885289446,0.899768583339349,0.893601151073749
"The ball is light yellow.",0.936864107355924,0.895976124438309,0.901762596161616,0.893510597504139,0.89600228001027,0.931423242554104,0.861912981015099,0.914403500168828,0.885701122177849,0.92097230897129,0.906231326836565,0.924623397393961,0.871631082869128,0.888534963526238,0.917416109654519,0.893323596683679,0.901385148807994,0.894198220338593,0.892261097256889,0.914500481522049,0.919763662784247,0.917098514870244,0.917738460999719,0.924176165201915,0.921893267877592,0.922545192391182,0.912708015925757,0.896486785974834,0.912068370478515,0.934165678562924,0.898401613931232,0.92387522199164,0.905227921856405,0.907546227481944,0.895944138151652,0.898355911535191,0.896446828565586,0.909536340222659,0.90874858079725,0.906167340018859,0.894093347778091,0.922883609142515,0.92064160363958,0.897719713079899,0.872187985819357,0.908533936392091,0.898222597499207,0.883993051656109,0.91076051740114,0.917559529275732,0.900966425012869,0.921047179262431,0.919100670025311,0.950753778541044,0.920041948233743,0.884874507688281,0.910741763251254,0.876058841101505,0.898508695677071,0.931016937104008,0.917268570414477,0.889799404649076,0.902669226671204,0.89247777851058,0.954592403172193,0.934745129304385,0.936604862632668,0.949831243992109,0.966844461165861,0.953250608466349,0.953806525159006,0.95255281883777,0.946820168088323,0.933444787349099,0.936721995455194,0.944609824327492,0.918624927092281,0.922294008953128,0.920502786867961,0.928059267112903,1,0.924208301331778,0.893925429044551,0.903580231352752,0.904797302583228,0.866232470296014,0.912281271524017,0.884959662739338,0.900392226512002,0.898467601642048,0.884492081172847,0.90311176638748,0.883568175418312,0.892615770937802,0.899402512657945,0.88501142004972,0.88837026524677,0.880752489551885,0.864349178492103,0.898065677635263,0.90155886064773,0.886161028176672,0.901631640520673,0.93281219831614,0.921562390374088,0.891618789974093,0.920021832842092,0.929401701214214,0.922221591934212,0.916152534017252,0.865984845029153,0.89656099457015,0.873334535027586,0.923982162335786,0.890627107065563,0.907176174088767,0.910200610118146,0.912781798707784,0.912941122895806,0.900433612434886,0.880657556578391,0.891009333601904,0.908267480662845,0.909095680743708,0.887826097176089,0.897120802064764,0.919106484782075,0.891043067519209,0.894564195434145,0.893187527113203,0.888216095027161,0.906553360717089,0.898061600532818,0.92480610408094,0.882632203360395,0.891468951112612,0.905301030808205,0.922896383100912,0.912662829492865,0.899786363995609,0.894959285803428,0.977674921787443,0.959161662184357,0.909974978586725
"The ball is lime green.",0.912484119354797,0.895051981542917,0.875507718545622,0.909888334545058,0.899161609245807,0.913874668180731,0.849514871197089,0.899732819699036,0.871389410490726,0.91892267372166,0.903807858916495,0.911199682989009,0.860102754406268,0.888133042134388,0.935658456356779,0.884801227368065,0.899868880574513,0.88980380118969,0.880898240646412,0.915878333720903,0.904848737185364,0.905514884561211,0.886176684325913,0.900291668854518,0.948076211865091,0.902932943503414,0.897306335960767,0.89196482141889,0.936910843375559,0.90961911065133,0.881023094559853,0.907592268549568,0.892319902825351,0.93345764709827,0.894455498976702,0.889762830339672,0.891318666672973,0.910445137233703,0.896214958313887,0.898189815690227,0.883106685491571,0.89826561540905,0.899546308016921,0.898538290438314,0.87199860328384,0.892046429015381,0.940053033412758,0.880473440692257,0.891021143672684,0.898662288780677,0.888413373414041,0.909050587359268,0.963981247530743,0.953925067958581,0.911996225692014,0.858985533245611,0.906470938928419,0.876860452074741,0.877464996264149,0.920143600090253,0.929308396248737,0.897558242795025,0.951431043245573,0.893449065482498,0.923729996641183,0.904427496560167,0.91658080675937,0.899953083525455,0.902003928264428,0.913230651949816,0.962501938805349,0.915433157114633,0.918916945281503,0.900978752514984,0.945759512062976,0.910884860337426,0.905971965416286,0.900699361946344,0.902654563639974,0.899983947345955,0.924208301331778,1,0.892988110387833,0.909815026934887,0.897760965610137,0.868885386003728,0.901671418993799,0.863656518813715,0.892184982753562,0.924276024511828,0.888579444749567,0.926646932488084,0.890881396119093,0.882156579147914,0.894234569661323,0.891155505819756,0.877778316693603,0.870802588606693,0.858078279093389,0.904435069167923,0.906682938828259,0.876658229447874,0.908681850420109,0.918262886822679,0.911336422121327,0.88167749089084,0.89848697664134,0.958756470196547,0.922638217882505,0.907318413185496,0.862857925394256,0.87376110476136,0.87419765873144,0.920330299975808,0.897477698830095,0.905746208628925,0.912618941110826,0.911213508961354,0.900645098756,0.900435300234134,0.871014765983758,0.887916790285899,0.897292038552667,0.950367105263991,0.887519396054165,0.885004834343413,0.91216035175654,0.904709255143857,0.897049195632088,0.899808273802076,0.872133878451179,0.94413030155313,0.892655679257531,0.910817609630405,0.881695087137638,0.89102453959403,0.921899090422139,0.916004692409057,0.909595038788957,0.877938073052286,0.874285769998852,0.92528732990261,0.951739975956464,0.902510309058497
